currentSeg, targetWayPointLat, targetWayPointLong, latitude, longitude, heading, targetBearing, correction, distance
0, -33.80777140379413, 151.15474458453366, -33.81486605817472, 151.1710648864697, 229, 0, 131, 0
0, -33.80777140379413, 151.15474458453366, -33.81486605817472, 151.1710648864697, 229, 297.6140157584207, 69, 1703.6286032784337
0, -33.80777140379413, 151.15474458453366, -33.81483725246082, 151.17117969433042, 230, 297.3540751184845, 67, 1711.5687839111722
0, -33.80777140379413, 151.15474458453366, -33.81494099698213, 151.17112724699558, 232, 297.7718403987117, 66, 1712.612445841326
0, -33.80777140379413, 151.15474458453366, -33.8149376265073, 151.1711290493332, 232, 297.7581341738253, 66, 1712.5851639721006
0, -33.80777140379413, 151.15474458453366, -33.81493425603247, 151.1711308516707, 224, 297.7444275130821, 74, 1712.5579801000401
0, -33.80777140379413, 151.15474458453366, -33.814938404684604, 151.17113211872368, 219, 297.75627403052556, 79, 1712.8767250051985
0, -33.80777140379413, 151.15474458453366, -33.8149478590788, 151.17111287752314, 219, 297.81519860655305, 79, 1711.792945818269
0, -33.80777140379413, 151.15474458453366, -33.814951679805375, 151.17110105858256, 218, 297.8448823732522, 80, 1711.0248238363633
0, -33.80777140379413, 151.15474458453366, -33.814954257714554, 151.1710990015071, 220, 297.8563564431555, 78, 1710.9906693350897
0, -33.80777140379413, 151.15474458453366, -33.81495683562373, 151.17109694443155, 221, 297.86783097064756, 77, 1710.9565834505881
0, -33.80777140379413, 151.15474458453366, -33.81495520829284, 151.171098642505, 221, 297.8600090332629, 77, 1711.0107608870017
0, -33.80777140379413, 151.15474458453366, -33.81495055145196, 151.17111083097575, 221, 297.82702889579224, 77, 1711.7654229382495
0, -33.80777140379413, 151.15474458453366, -33.81495159205801, 151.17111093953577, 221, 297.83030081774643, 77, 1711.8283796480894
0, -33.80777140379413, 151.15474458453366, -33.814944376877804, 151.17112499298156, 286, 297.78622898567846, 12, 1712.603356478608
0, -33.80777140379413, 151.15474458453366, -33.81494402655519, 151.17112356565576, 304, 297.78713445940275, -6, 1712.4683874132868
0, -33.80777140379413, 151.15474458453366, -33.814939879995066, 151.17115069462199, 305, 297.73438148992693, -7, 1714.4737077783016
0, -33.80777140379413, 151.15474458453366, -33.814943029154676, 151.17115945365188, 306, 297.732148203193, -8, 1715.3538922723155
0, -33.80777140379413, 151.15474458453366, -33.81495732915753, 151.17116359102192, 306, 297.7732358542178, -8, 1716.4337965068112
