time, rotA, rotB, rotG
Tue Jul 23 2019 13:31:09 GMT+1000 (AEST), 1.7645112836245056, 2.1147610363852323, 2.629950039204835
Tue Jul 23 2019 13:31:09 GMT+1000 (AEST), -1.9432827339697154, -0.23399374322817434, 2.1594300466702925
Tue Jul 23 2019 13:31:09 GMT+1000 (AEST), 0.7358553394297896, 0.9457852589949513, 1.96620783703204
Tue Jul 23 2019 13:31:09 GMT+1000 (AEST), -1.6288602048917615, -1.992141851867167, 3.8162140926014763
Tue Jul 23 2019 13:31:09 GMT+1000 (AEST), -0.529250868216778, -1.8032228748494339, 2.9591124366767936
Tue Jul 23 2019 13:31:09 GMT+1000 (AEST), -0.8226163509704055, -3.0307922838083154, 1.256994717676943
Tue Jul 23 2019 13:31:09 GMT+1000 (AEST), -1.9081875144668974, -4.5688326372451815, -0.1981903184857906
Tue Jul 23 2019 13:31:09 GMT+1000 (AEST), -3.655166342822215, -7.875611094185732, -0.605477913788236
Tue Jul 23 2019 13:31:09 GMT+1000 (AEST), -4.379592854779869, -9.03993209765665, -0.7203613221018802
Tue Jul 23 2019 13:31:09 GMT+1000 (AEST), -0.13841220938514812, 4.883071711710897, -2.264764370276583
Tue Jul 23 2019 13:31:09 GMT+1000 (AEST), 6.096908598456644, 13.215896949597752, -4.148828083481819
Tue Jul 23 2019 13:31:09 GMT+1000 (AEST), 2.7202609348448594, 5.951019172879757, -0.19931948749381123
Tue Jul 23 2019 13:31:09 GMT+1000 (AEST), -4.906631168592386, -4.101562747538507, 1.2075409464348772
Tue Jul 23 2019 13:31:09 GMT+1000 (AEST), -10.48045314455819, -2.313369917401098, 3.220419252622203
Tue Jul 23 2019 13:31:09 GMT+1000 (AEST), -2.9696194020543887, -2.2490999717453932, 3.3312288266219046
Tue Jul 23 2019 13:31:09 GMT+1000 (AEST), -3.857436845563442, 3.2769010750768, 0.3126281636777973
Tue Jul 23 2019 13:31:10 GMT+1000 (AEST), -0.6599576370423733, 8.96936002183114, -0.08823547862769238
Tue Jul 23 2019 13:31:10 GMT+1000 (AEST), -2.0821987498474313, 2.502166377900594, 0.924490436710144
Tue Jul 23 2019 13:31:10 GMT+1000 (AEST), 0.945053361536702, -1.5065004608404509, -2.4768157039092684
Tue Jul 23 2019 13:31:10 GMT+1000 (AEST), 3.8998565891774524, 2.8581084530042915, 1.0359862312780206
Tue Jul 23 2019 13:31:10 GMT+1000 (AEST), -0.5144193258775069, -2.251922760863313, -2.95905459351226
Tue Jul 23 2019 13:31:10 GMT+1000 (AEST), 0.31962611936929847, -0.04093951355482174, -0.22528994779146247
Tue Jul 23 2019 13:31:10 GMT+1000 (AEST), 4.298324702714119, 7.42564335430717, -0.5145660682229564
Tue Jul 23 2019 13:31:10 GMT+1000 (AEST), -0.1467129969804028, 5.740417120011584, -1.1095825868019658
Tue Jul 23 2019 13:31:10 GMT+1000 (AEST), -2.7415309976939253, 1.571319382950695, -2.0604187706881416
