time, accX, accY, accZ
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.4960486199310049, -1.7271172225952147, -9.536853400421142
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.4973953583648428, -1.7917606674194335, -9.520243626403808
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.4421791191101074, -1.6213234367370604, -9.581146131134032
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.4248211570739746, -1.671452033996582, -9.471910680389403
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.4607342185089364, -1.7133505630493162, -9.471012854766846
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.36855741806030273, -1.7377414924621581, -9.535955574798583
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.3485059791564941, -1.7645266235351562, -9.524134788623451
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.39055414581298825, -1.8043302261352538, -9.537152675628661
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.4207809052398428, -1.750610326385498, -9.523086740875243
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.33623569564819333, -1.6672621810913084, -9.533860648345946
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.4242226066589355, -1.7513586605347693, -9.496151972198486
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.33039982910156246, -1.7140987510681152, -9.584737433624268
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.381126976776123, -1.7368438129700718, -9.437494031524658
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.4783914192199707, -1.8496704200744627, -9.437494031524658
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.4074631950378418, -1.7905635665893553, -9.49989291229248
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.3534440200805664, -1.7618331466674804, -9.58967547454834
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.4089595345428213, -1.6932989780150354, -9.6151138671875
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.41793782730102536, -1.6077064147949218, -9.576806640625
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.4312555740356445, -1.6090531532287597, -9.551966798400878
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.4445733207702636, -1.6434698020935057, -9.601047932434081
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.42242695541381836, -1.6683096443176268, -9.437942944335937
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.45938744354248046, -1.6730980476379393, -9.408763611602783
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.434697202389501, -1.790563420458883, -9.303718013763428
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.47554834128115325, -1.7640778568543494, -9.438990407562255
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.28655601119995117, -1.7546505416870115, -9.560496141815184
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.26815058593749996, -1.7440262718200683, -9.584288520812988
Tue Jul 23 2019 13:31:14 GMT+1000 (AEST), -0.340275910949707, -1.62162271194458, -9.645639938354492
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.4535515769958496, -1.6439188610352575, -9.507225154876709
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.3817255271911621, -1.7609353210449217, -9.440935696411133
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.35090018081665036, -1.6955435420714318, -9.516502686309813
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.354940396118164, -1.6467618293762205, -9.51231283340454
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.3371334847381338, -1.6329951698303222, -9.59491220615804
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.3413233741760254, -1.5744868667602538, -9.516353048706055
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.31004911499023435, -1.6678607315063476, -9.51814869995117
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.3113958534240722, -1.7214309936523438, -9.58279214477539
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.2840121719360351, -1.6364368347167968, -9.639055883789062
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.34267014914248134, -1.673247685241699, -9.489268642425536
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.36810850524902344, -1.6503532779969274, -9.532962822723388
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.314089330291748, -1.577779040173441, -9.60793126220703
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.2920926025390625, -1.5792752700805663, -9.56408744430542
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.2690484115600586, -1.622819812774658, -9.555558100891112
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.2120364845275879, -1.6651672546386718, -9.536254265484214
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.2986766936371103, -1.723226644897461, -9.481936399841308
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.244507844543457, -1.6909049224853514, -9.535656299591064
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.222810391998291, -1.6590322590149937, -9.537751226043701
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.2163759750366211, -1.6473603797912597, -9.547776945495604
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.28356325912475583, -1.6217722034178674, -9.539696514892578
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.27608137893676754, -1.5768812145508826, -9.603591771697998
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.2657563842773437, -1.554585065460205, -9.58249286956787
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.2742856911590323, -1.624465972546488, -9.528324057006836
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.32127193527221676, -1.6307506057739256, -9.515754498291015
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.31573534393310543, -1.640476903887838, -9.488370816802979
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.2629132698059082, -1.6629226905822754, -9.554660275268555
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.26650457229614255, -1.5876549758911132, -9.58234323196411
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.2715922873565927, -1.5553331073485315, -9.677363110351562
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.2883516624450683, -1.5713444770812988, -9.555258825683593
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.33279406729433686, -1.6398786457337438, -9.46742155227661
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.3699041564941406, -1.6949451377868652, -9.430760339355468
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.28176760787963867, -1.5819688930787146, -9.491513206481933
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.3103483901977539, -1.6071080105103552, -9.552565348815918
Tue Jul 23 2019 13:31:15 GMT+1000 (AEST), -0.26710312271118164, -1.5919944664001464, -9.58309141998291
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.32306758651733397, -1.5640122344970702, -9.672125794219971
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.2786252182006836, -1.5870564254760742, -9.617807344055175
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.2905962265014648, -1.5484499237060545, -9.54403600540161
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.20904373245239258, -1.5837643981933593, -9.660304423522948
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.23747487716674803, -1.613243006134033, -9.558101940155028
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.2292448089599609, -1.8155530464172362, -9.463830249786376
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.2846107223510742, -1.7986439971923827, -9.451859241485595
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.155772745513916, -1.8311152110777795, -9.636512044525146
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.29658176718447354, -2.113930428314209, -9.486724803161621
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.36840778045654293, -2.2343888454712926, -9.462932424163817
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.3181295455932617, -2.267757884979248, -9.511863920593262
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.3850175544738769, -2.370109859820455, -9.447370113372802
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.40776247024536133, -2.399738251495361, -9.28276874923706
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.4085106582641601, -2.3508067550659177, -9.383474856567382
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.4251204322814941, -2.527079852294922, -9.274538681030274
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.4255693450927734, -2.593369310760498, -9.260023833465576
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.4095581580230966, -2.57286895904541, -9.18131445388794
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.4134486991882324, -2.6746228218629953, -9.298181422424316
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.4192845292022451, -2.5406968742370606, -9.344269804382323
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.4700117134094238, -2.524386375427246, -9.242216958618164
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.39115269622802734, -2.507926239013672, -9.415048390960694
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.4047696816375479, -2.5475804962709545, -9.328258580780028
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.4688146125793457, -2.4622867698669433, -9.358186686053871
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.462230558013916, -2.489072193200886, -9.34022958908081
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.4439747703552246, -2.488622695867717, -9.32107597579956
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.483928010559082, -2.4944588546752926, -9.397241516113281
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.48602290047910063, -2.487276249694824, -9.400832818603515
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.48243159798886626, -2.4552535102292894, -9.28875425338745
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.4905120651245117, -2.4768016174316405, -9.299528160858154
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.5163993705749511, -2.4690204620361325, -9.357437913513182
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.4608838195800781, -2.4341549003601073, -9.331101695251464
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.4586392555236816, -2.454056701660156, -9.342324515533447
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.5346551582336425, -2.508524789428711, -9.37913536605835
Tue Jul 23 2019 13:31:16 GMT+1000 (AEST), -0.4957494177887216, -2.3895627483092245, -9.41684404220581
Tue Jul 23 2019 13:31:17 GMT+1000 (AEST), -0.548421817779541, -2.333299009295553, -9.377040439605713
Tue Jul 23 2019 13:31:17 GMT+1000 (AEST), -0.4664204109191894, -2.340930819348246, -9.42866541290283
