time, rotA, rotB, rotG
Tue Jul 23 2019 14:02:26 GMT+1000 (Australian Eastern Standard Time), , , 
time, rotA, rotB, rotG
Tue Jul 23 2019 14:10:08 GMT+1000 (Australian Eastern Standard Time), , , 
