time, accX, accY, accZ
Tue Jul 23 2019 14:02:26 GMT+1000 (Australian Eastern Standard Time), , , 
time, accX, accY, accZ
Tue Jul 23 2019 14:10:08 GMT+1000 (Australian Eastern Standard Time), , , 
