time, lat, long, uncert, speed
Wed Jul 24 2019 13:24:14 GMT+1000 (Australian Eastern Standard Time), -33.8148537, 151.170973, 21, null
Wed Jul 24 2019 13:24:14 GMT+1000 (Australian Eastern Standard Time), -33.8148537, 151.170973, 21, null
Wed Jul 24 2019 13:28:56 GMT+1000 (Australian Eastern Standard Time), -33.814768, 151.1710144, 73, null
Wed Jul 24 2019 13:28:56 GMT+1000 (Australian Eastern Standard Time), -33.814768, 151.1710144, 73, null
time, lat, long, uncert, speed
Wed Jul 24 2019 13:39:00 GMT+1000 (Australian Eastern Standard Time), -33.8148026, 151.1710183, 65, null
Wed Jul 24 2019 13:39:00 GMT+1000 (Australian Eastern Standard Time), -33.8148026, 151.1710183, 65, null
