time, accX, accY, accZ
Wed Jul 24 2019 13:24:14 GMT+1000 (Australian Eastern Standard Time), , , 
Wed Jul 24 2019 13:28:52 GMT+1000 (Australian Eastern Standard Time), , , 
time, accX, accY, accZ
Wed Jul 24 2019 13:38:58 GMT+1000 (Australian Eastern Standard Time), , , 
