currentSeg, targetWayPointLat, targetWayPointLong, latitude, longitude, targetBearing, correction, distance
0, -33.82531481952695, 151.14520480880128, -33.8148026, 151.1710183, 0, NaN, 0
0, -33.82531481952695, 151.14520480880128, -33.8148026, 151.1710183, 360, 243.87959448953188, -116, 2658.6947606455597
