currentSeg, targetWayPointLat, targetWayPointLong, latitude, longitude, targetBearing, correction, distance
0, -33.82531481952695, 151.14520480880128, -33.8148684, 151.1709697, 0, NaN, 0
0, -33.82531481952695, 151.14520480880128, -33.8148684, 151.1709697, 360, 243.9789769908587, -116, 2651.43804283433
currentSeg, targetWayPointLat, targetWayPointLong, latitude, longitude, heading, targetBearing, correction, distance
0, -33.82531481952695, 151.14520480880128, -33.814867848973556, 151.17101930887418, 341, 244.0211889676877, -97, 2655.5888364299626
0, -33.82531481952695, 151.14520480880128, -33.81483395517184, 151.17111867430307, 342, 244.03475871669974, -98, 2665.5032184825773
0, -33.82531481952695, 151.14520480880128, -33.814830758719246, 151.17112804524612, 319, 244.03603323510652, -75, 2666.4382307320166
0, -33.82531481952695, 151.14520480880128, -33.81486773531525, 151.17110452761497, 348, 244.09518845937964, -104, 2662.681966227064
0, -33.82531481952695, 151.14520480880128, -33.814870932754275, 151.17110143204573, 314, 244.09938885536064, -70, 2662.268934921262
0, -33.82531481952695, 151.14520480880128, -33.814871923645505, 151.171104230091, 273, 244.1039552664834, -29, 2662.453553827284
currentSeg, targetWayPointLat, targetWayPointLong, latitude, longitude, heading, targetBearing, correction, distance
0, -33.82531481952695, 151.14520480880128, -33.81483173721485, 151.17112777712836, 281, 244.0379044813078, -37, 2666.3682488647
0, -33.82531481952695, 151.14520480880128, -33.81479902248846, 151.1711716857545, 345, 244.00578727310352, -101, 2671.6141848411557
0, -33.82531481952695, 151.14520480880128, -33.814855611874926, 151.1710838019533, 22, 244.05103865264266, -138, 2661.548072823821
0, -33.82531481952695, 151.14520480880128, -33.81489988721675, 151.17103889541983, 1, 244.10747008370464, -117, 2655.65808045336
0, -33.82531481952695, 151.14520480880128, -33.81483415669076, 151.17112489489736, 347, 244.04060226041662, -103, 2666.0106710891982
0, -33.82531481952695, 151.14520480880128, -33.81481186160212, 151.17111826180079, 298, 243.98688848636425, -54, 2666.546656872345
0, -33.82531481952695, 151.14520480880128, -33.81486788157728, 151.17110394467716, 268, 244.09499708663338, -24, 2662.6263552665696
0, -33.82531481952695, 151.14520480880128, -33.814865748081885, 151.17107273943736, 316, 244.06325503636117, -72, 2660.134390266909
0, -33.82531481952695, 151.14520480880128, -33.81486392340078, 151.17107115360682, 315, 244.0579397753254, -71, 2660.091344894616
0, -33.82531481952695, 151.14520480880128, -33.814863688333126, 151.1710716095184, 321, 244.05783000709363, -77, 2660.1407100616193
