time, rotA, rotB, rotG
Wed Jul 24 2019 13:48:03 GMT+1000 (Australian Eastern Standard Time), , , 
time, rotA, rotB, rotG
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), -0.25979432925064794, -0.10020335743572988, -0.04978418164316513
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), -0.01724062476472867, 0.14558516199370444, -0.05143212486298938
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), -0.136503318254475, -0.2817219312094598, 0.01202913706715605
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), 0.04455747276230543, 0.024476196334152257, 0.010152329149283485
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), 0.04455747276230543, 0.024476196334152257, 0.010152329149283485
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), 0.044008156132328474, 0.08563338999732908, 0.07086705462029043
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), -0.13723573598103986, -0.16009408461639824, -0.04964688416867729
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), -0.014921288623726714, -0.21952708240097, 0.07256078145189492
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), 0.10446347448711377, 0.20755119946499886, -0.05193569123171914
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), 0.16528501504539472, 0.20852770307289914, 0.07004305632995185
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), -0.015653709685344883, -0.0978992358079084, 0.01088476021606157
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), -0.016813377755845862, 0.08465688638942882, -0.05111169294138058
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), 0.1057452155137622, 0.024766159208760453, -0.05097439546689274
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), 0.04455747276230543, 0.024476196334152257, 0.010152329149283485
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), -0.015653709685344883, -0.0978992358079084, 0.01088476021606157
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), -0.017545802152517335, 0.20628462626078464, -0.11278771417721392
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), 0.04553402973105858, -0.09760937965500598, -0.05024196440011466
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), -0.018217188403588432, 0.26767073798286267, 0.008962115325555872
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), -0.07659731652966667, -0.09864692807861322, -0.05005888331384658
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), -0.016813377755845862, 0.08465688638942882, -0.05111169294138058
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), -0.014494041614843904, -0.2804554647269514, 0.07288121337350371
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), 0.04425229537451676, 0.08517566060123245, -0.05120326016494106
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), 0.04486264347998748, -0.03622326793292793, 0.07150791846350803
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), 0.10519589221367863, 0.08592335287193728, 0.009740330004114199
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), 0.10550107627157392, 0.025223888604857088, 0.07109591931833874
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), -0.136503318254475, -0.2817219312094598, 0.01202913706715605
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), 0.10391416452724343, 0.26870828640646993, 0.008779034239287796
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), -0.015531640064250738, -0.09812815386680959, -0.05015039717655417
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), 0.22531310640161703, 0.3913737881448445, -0.053080121443666514
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), 0.04498471977118824, -0.036452185991829145, 0.010472761070892286
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), -0.015348535632609522, -0.15859870007498858, 0.07224034953028612
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), 0.045228859013376525, -0.03690991538792578, -0.1115975537143392
Sun Jul 28 2019 13:32:08 GMT+1000 (AEST), -0.015653709685344883, -0.0978992358079084, 0.01088476021606157
Sun Jul 28 2019 13:32:09 GMT+1000 (AEST), 0.1050738292626911, 0.08615227093083849, 0.07077548739672994
Sun Jul 28 2019 13:32:09 GMT+1000 (AEST), 0.04413022575342262, 0.08540457866013365, 0.009831897227674682
Sun Jul 28 2019 13:32:09 GMT+1000 (AEST), -0.014982323434273786, -0.15928534752998644, -0.11086512264756111
Sun Jul 28 2019 13:32:09 GMT+1000 (AEST), -0.07702456353854947, -0.0377186524743376, -0.05037931523545538
Sun Jul 28 2019 13:32:09 GMT+1000 (AEST), 0.10279232596638867, 0.14608493974187897, 0.012600951966733056
Sun Jul 28 2019 13:32:09 GMT+1000 (AEST), -0.07997743974570978, 0.0836001280587809, 0.013196032198170416
Sun Jul 28 2019 13:32:09 GMT+1000 (AEST), -0.1406158658671896, 0.02215297152099589, 0.013608031343339702
Sun Jul 28 2019 13:32:09 GMT+1000 (AEST), -0.017507959302657895, -0.09889494932284931, -0.046969343292326514
Sun Jul 28 2019 13:32:09 GMT+1000 (AEST), -0.017507959302657895, -0.09889494932284931, -0.046969343292326514
Sun Jul 28 2019 13:32:09 GMT+1000 (AEST), 0.10364681998415429, 0.02422817508991617, 0.013241815809950657
Sun Jul 28 2019 13:32:09 GMT+1000 (AEST), 0.04313047015387522, -0.037447792785064285, -0.047381342437495796
Sun Jul 28 2019 13:32:09 GMT+1000 (AEST), 0.04386288788044009, -0.15907563937812588, 0.014294678798337545
Sun Jul 28 2019 13:32:09 GMT+1000 (AEST), -0.07900087610685003, -0.038485447930377316, -0.04719826135122772
Sun Jul 28 2019 13:32:09 GMT+1000 (AEST), -0.07912295239805078, -0.038256529871476104, 0.01383689604138802
