time, rotA, rotB, rotG
Tue Jul 23 2019 14:14:44 GMT+1000 (AEST), -13.713859575000349, -8.291702803328324, 1.6480960453069273
Tue Jul 23 2019 14:14:44 GMT+1000 (AEST), -15.19359529924787, -3.9484414322910455, -6.673559271966019
Tue Jul 23 2019 14:14:44 GMT+1000 (AEST), -15.589531120149754, 0.19248892479782825, -6.450658609723591
Tue Jul 23 2019 14:14:44 GMT+1000 (AEST), -15.00658471977292, 3.7370142071937704, -5.005315876154846
Tue Jul 23 2019 14:14:44 GMT+1000 (AEST), -15.603905253258045, -6.93046616542547, -4.76512715134947
Tue Jul 23 2019 14:14:44 GMT+1000 (AEST), -12.226371586044863, 7.182021605670217, -2.586065220013857
Tue Jul 23 2019 14:14:44 GMT+1000 (AEST), -8.456840555759953, 8.507873167917351, 1.1857091005265776
Tue Jul 23 2019 14:14:44 GMT+1000 (AEST), -9.314201758873097, 9.22671471956805, -0.159627870844692
Tue Jul 23 2019 14:14:44 GMT+1000 (AEST), -6.756096131670099, 9.681869134347592, 1.6653384309798014
Tue Jul 23 2019 14:14:44 GMT+1000 (AEST), -4.449821713599587, 11.712447662325593, 1.7123203140725574
Tue Jul 23 2019 14:14:44 GMT+1000 (AEST), -3.269554352850805, 8.79865993409418, 1.9701023255194166
Tue Jul 23 2019 14:14:44 GMT+1000 (AEST), -0.7496874329944175, 6.564895231139347, 1.79509921860535
Tue Jul 23 2019 14:14:44 GMT+1000 (AEST), 1.8664320067496707, 8.228835180886588, 0.8669834455498101
Tue Jul 23 2019 14:14:44 GMT+1000 (AEST), 0.6176220968542244, 2.503035946359301, 4.1949254570770576
Tue Jul 23 2019 14:14:44 GMT+1000 (AEST), 1.5666577788421614, 7.434172553033224, 0.871606843287674
Tue Jul 23 2019 14:14:44 GMT+1000 (AEST), 6.201240164915412, 7.305236510749954, 4.7108250130137534
Tue Jul 23 2019 14:14:44 GMT+1000 (AEST), 18.7938306994439, 7.74838174542132, -3.1224574778947063
Tue Jul 23 2019 14:14:45 GMT+1000 (AEST), 25.349190132728268, -2.4525002304640227, -8.38838754612444
Tue Jul 23 2019 14:14:45 GMT+1000 (AEST), 18.115089188410348, -26.315369909698052, -2.1485043053192108
Tue Jul 23 2019 14:14:45 GMT+1000 (AEST), 3.6042250844449675, -31.111330669395077, 2.9638769205097004
Tue Jul 23 2019 14:14:45 GMT+1000 (AEST), -6.165581027919245, -22.843200556439758, 3.8500615219202974
Tue Jul 23 2019 14:14:45 GMT+1000 (AEST), -10.61714913551224, -5.88720770367209, 2.1192111180729074
Tue Jul 23 2019 14:14:45 GMT+1000 (AEST), -6.99468232334146, -7.877533792437092, -0.6221980567938685
