startLat,startLong,endLat,endLong,maxSpeed,speed,bearing
-33.819307269953214,151.13437652670905,-33.79891078626876,151.1536026009278,5,2,38.073992848546936
-33.79891078626876,151.1536026009278,-33.809252268544675,151.17162704550788,5,2,124.62916874695406
