startLat,startLong,endLat,endLong,maxSpeed,speed,bearing
-33.80777140379413,151.15474458453366,-33.80092465063456,151.16641755816647,5,2,54.78565435181713
-33.80092465063456,151.16641755816647,-33.817897888338415,151.17173906085202,5,2,165.40020808354961
