startLat,startLong,endLat,endLong,maxSpeed,speed,bearing
-33.82059080207909,151.16304397666022,-33.8014784433178,151.14905357443854,5,2,-31.312234525284566
-33.8014784433178,151.14905357443854,-33.81652621759773,151.13686561667487,5,2,-146.06339752315057
-33.81652621759773,151.13686561667487,-33.7974842768457,151.17291450583502,5,2,57.56532669339367
-33.7974842768457,151.17291450583502,-33.807611978891245,151.18458747946784,5,2,136.23965442365932
