currentSeg, targetWayPointLat, targetWayPointLong, latitude, longitude, targetBearing, correction, distance
0, -33.80777140379413, 151.15474458453366, -33.8149122, 151.1709454, 0, NaN, 0
0, -33.80777140379413, 151.15474458453366, -33.8149122, 151.1709454, 360, 297.9408437602392, -62, 1696.2447088121592
