currentSeg, targetWayPointLat, targetWayPointLong, latitude, longitude, targetBearing, correction, distance
0, -33.81572729039635, 151.14639053843996, -33.8148359, 151.1708952, 0, NaN, 0
0, -33.81572729039635, 151.14639053843996, -33.8148359, 151.1708952, 360, 267.48621070591946, -93, 2268.5644364280383
