currentSeg, targetWayPointLat, targetWayPointLong, latitude, longitude, targetBearing, correction, distance
0, -33.82531481952695, 151.14520480880128, -33.814797, 151.1709111, 0, NaN, 0
0, -33.82531481952695, 151.14520480880128, -33.814797, 151.1709111, 360, 243.77317770650905, -116, 2650.071580566667
