currentSeg, targetWayPointLat, targetWayPointLong, latitude, longitude, heading, targetBearing, correction, distance
0, -33.80777140379413, 151.15474458453366, -33.814873144326555, 151.17110606623692, 228, 0, 132, 0
0, -33.80777140379413, 151.15474458453366, -33.814873144326555, 151.17110606623692, 228, 297.57820694921577, 70, 1707.369386764591
0, -33.80777140379413, 151.15474458453366, -33.814912172781796, 151.17041564990976, 228, 298.7367637734154, 71, 1653.118219095033
0, -33.80777140379413, 151.15474458453366, -33.814935982631646, 151.1699944518641, 228, 299.4814690425943, 71, 1620.3712447079654
0, -33.80777140379413, 151.15474458453366, -33.814874127786965, 151.17112334011813, 228, 297.5566514698561, 70, 1708.8363061068019
0, -33.80777140379413, 151.15474458453366, -33.81487368392992, 151.17112174817922, 268, 297.557467545501, 30, 1708.6829150396604
0, -33.80777140379413, 151.15474458453366, -33.814877726330295, 151.17108992630534, 281, 297.61660377502403, 17, 1706.2827564039394
0, -33.80777140379413, 151.15474458453366, -33.81483747461654, 151.17118010036071, 302, 297.3542325506114, -5, 1711.6135013479886
0, -33.80777140379413, 151.15474458453366, -33.81484488557801, 151.17116523933123, 226, 297.39993271592203, 71, 1710.7723306401572
0, -33.80777140379413, 151.15474458453366, -33.814826438642584, 151.17112956884603, 225, 297.3897185183977, 72, 1706.898328711892
0, -33.80777140379413, 151.15474458453366, -33.814828873447944, 151.17112993545106, 234, 297.39727221015085, 63, 1707.0531393201754
0, -33.80777140379413, 151.15474458453366, -33.814831111551975, 151.1711322821169, 234, 297.4013424151943, 63, 1707.360485736686
0, -33.80777140379413, 151.15474458453366, -33.81483498647144, 151.17113865024788, 291, 297.40509234472233, 6, 1708.0819069038346
0, -33.80777140379413, 151.15474458453366, -33.814834914481004, 151.17114547953716, 294, 297.3951010295693, 3, 1708.63899125442
0, -33.80777140379413, 151.15474458453366, -33.814835225820566, 151.1711515108195, 284, 297.38752492065595, 13, 1709.1502213833955
0, -33.80777140379413, 151.15474458453366, -33.81483555267569, 151.17115867163636, 266, 297.378394093265, 31, 1709.755042492155
0, -33.80777140379413, 151.15474458453366, -33.8148373513955, 151.17116170064264, 282, 297.38003324041506, 15, 1710.0958922753346
0, -33.80777140379413, 151.15474458453366, -33.814838669992106, 151.1711658338748, 302, 297.3785080670568, -5, 1710.5028511434018
0, -33.80777140379413, 151.15474458453366, -33.81494978222668, 151.17124997608303, 306, 297.6246779136038, -8, 1723.1173305998686
0, -33.80777140379413, 151.15474458453366, -33.814956996924444, 151.17127360107463, 253, 297.61465050433674, 45, 1725.4257097166112
0, -33.80777140379413, 151.15474458453366, -33.81494606449386, 151.1712651621248, 296, 297.5908426986017, 2, 1724.1701596454511
0, -33.80777140379413, 151.15474458453366, -33.81497300984857, 151.17127277959537, 291, 297.6682465991008, 7, 1726.1853949526437
0, -33.80777140379413, 151.15474458453366, -33.814989641427765, 151.17128542241326, 288, 297.70460270319427, 10, 1728.0810578428636
0, -33.80777140379413, 151.15474458453366, -33.814992700912676, 151.17128284992623, 285, 297.7182696686712, 13, 1728.028798321251
0, -33.80777140379413, 151.15474458453366, -33.814983257576245, 151.17128452802027, 281, 297.6850129521302, 17, 1727.6775319627457
0, -33.80777140379413, 151.15474458453366, -33.81497085559941, 151.1712858404428, 281, 297.64258561489186, 17, 1727.1440602586956
0, -33.80777140379413, 151.15474458453366, -33.81496628729881, 151.17128221553585, 297, 297.6328000616378, 1, 1726.6111502444821
0, -33.80777140379413, 151.15474458453366, -33.81495294782247, 151.17126825441778, 266, 297.60900012470825, 32, 1724.7786147405452
0, -33.80777140379413, 151.15474458453366, -33.81495032853195, 151.17125878751702, 241, 297.6139044437284, 57, 1723.8676146955513
0, -33.80777140379413, 151.15474458453366, -33.814944087048445, 151.1712314741422, 259, 297.6324020045446, 39, 1721.30723521626
0, -33.80777140379413, 151.15474458453366, -33.81494002280518, 151.1712174005004, 259, 297.6391681712425, 39, 1719.9442245828086
0, -33.80777140379413, 151.15474458453366, -33.81493480477679, 151.17121311454568, 300, 297.6281503820566, -2, 1719.323623302782
0, -33.80777140379413, 151.15474458453366, -33.81492713341066, 151.17122125425752, 297, 297.5913043057995, 1, 1719.5949548285207
0, -33.80777140379413, 151.15474458453366, -33.81492378534743, 151.17122858149082, 297, 297.5698413673249, 1, 1720.0230682298254
0, -33.80777140379413, 151.15474458453366, -33.81493372153944, 151.1712295182831, 296, 297.6011555506126, 2, 1720.6120612726584
0, -33.80777140379413, 151.15474458453366, -33.81493818550168, 151.1712294153668, 296, 297.6159648181433, 2, 1720.8339161695321
0, -33.80777140379413, 151.15474458453366, -33.81493818550168, 151.1712294153668, 296, 297.6159648181433, 2, 1720.8339161695321
0, -33.80777140379413, 151.15474458453366, -33.814947684519375, 151.1712245757346, 296, 297.6540701338265, 2, 1720.9278424504134
0, -33.80777140379413, 151.15474458453366, -33.81494859998003, 151.17122479045491, 295, 297.6567683504426, 3, 1720.992734012859
0, -33.80777140379413, 151.15474458453366, -33.814952318667885, 151.1712226448207, 295, 297.6720431852268, 3, 1721.0091726864664
0, -33.80777140379413, 151.15474458453366, -33.814961676287105, 151.17122039213513, 295, 297.7059729205623, 3, 1721.3087266026905
0, -33.80777140379413, 151.15474458453366, -33.814961676287105, 151.17122039213513, 295, 297.7059729205623, 3, 1721.3087266026905
0, -33.80777140379413, 151.15474458453366, -33.814961676287105, 151.17122039213513, 295, 297.7059729205623, 3, 1721.3087266026905
0, -33.80777140379413, 151.15474458453366, -33.814961676287105, 151.17122039213513, 295, 297.7059729205623, 3, 1721.3087266026905
0, -33.80777140379413, 151.15474458453366, -33.814961676287105, 151.17122039213513, 295, 297.7059729205623, 3, 1721.3087266026905
0, -33.80777140379413, 151.15474458453366, -33.814961676287105, 151.17122039213513, 295, 297.7059729205623, 3, 1721.3087266026905
0, -33.80777140379413, 151.15474458453366, -33.814961676287105, 151.17122039213513, 294, 297.7059729205623, 4, 1721.3087266026905
0, -33.80777140379413, 151.15474458453366, -33.814961676287105, 151.17122039213513, 294, 297.7059729205623, 4, 1721.3087266026905
0, -33.80777140379413, 151.15474458453366, -33.814961676287105, 151.17122039213513, 294, 297.7059729205623, 4, 1721.3087266026905
0, -33.80777140379413, 151.15474458453366, -33.814961676287105, 151.17122039213513, 271, 297.7059729205623, 27, 1721.3087266026905
0, -33.80777140379413, 151.15474458453366, -33.81496242997504, 151.17121553063723, 218, 297.71540858069443, 80, 1720.9496775036557
0, -33.80777140379413, 151.15474458453366, -33.81496073307939, 151.17121132922193, 243, 297.7158603944124, 55, 1720.5178247345148
0, -33.80777140379413, 151.15474458453366, -33.81495978452379, 151.17121123120313, 293, 297.71288781962363, 5, 1720.4606917615292
0, -33.80777140379413, 151.15474458453366, -33.814960289617474, 151.171211532964, 285, 297.71411308076154, 13, 1720.5115478347873
0, -33.80777140379413, 151.15474458453366, -33.81496036950075, 151.17121103187577, 280, 297.7150932995785, 18, 1720.4746554584656
0, -33.80777140379413, 151.15474458453366, -33.81496074067189, 151.1712102390218, 280, 297.7174476803876, 18, 1720.4289562650254
0, -33.80777140379413, 151.15474458453366, -33.81496112943913, 151.17120987523074, 253, 297.7192449589584, 45, 1720.4193002655318
0, -33.80777140379413, 151.15474458453366, -33.81496102978877, 151.17120985706651, 226, 297.71894395400204, 72, 1720.4126533045749
0, -33.80777140379413, 151.15474458453366, -33.81496146677421, 151.1712098434815, 193, 297.72039753873537, 105, 1720.4341680693674
0, -33.80777140379413, 151.15474458453366, -33.814964988574324, 151.17120560559854, 204, 297.73803125255085, 94, 1720.2696417813409
0, -33.80777140379413, 151.15474458453366, -33.814969405857035, 151.17119585818398, 294, 297.76651692784844, 4, 1719.700794036155
0, -33.80777140379413, 151.15474458453366, -33.8149698340999, 151.1711965857907, 300, 297.76687738830856, -2, 1719.7825493968687
0, -33.80777140379413, 151.15474458453366, -33.8149715452287, 151.17119055448757, 300, 297.781157412047, -2, 1719.377750417398
0, -33.80777140379413, 151.15474458453366, -33.81497054477021, 151.17118922806665, 300, 297.7797799837061, -2, 1719.217303452935
0, -33.80777140379413, 151.15474458453366, -33.81497193093192, 151.17118572809966, 300, 297.7893610037759, -2, 1719.0028476397558
0, -33.80777140379413, 151.15474458453366, -33.81497018477619, 151.17118928363848, 300, 297.77851849109504, -2, 1719.2031736178274
0, -33.80777140379413, 151.15474458453366, -33.81496901344916, 151.1711895561969, 300, 297.7742819501057, -2, 1719.1647120982145
0, -33.80777140379413, 151.15474458453366, -33.81497011193312, 151.17118965925516, 300, 297.77773960293786, -2, 1719.2301312450072
0, -33.80777140379413, 151.15474458453366, -33.814970271375344, 151.17118974647457, 300, 297.7781376079712, -2, 1719.2455402917965
0, -33.80777140379413, 151.15474458453366, -33.814970572745935, 151.17118986376798, 300, 297.7789582336196, -2, 1719.2707738117404
0, -33.80777140379413, 151.15474458453366, -33.814970572745935, 151.17118986376798, 287, 297.7789582336196, 11, 1719.2707738117404
0, -33.80777140379413, 151.15474458453366, -33.814971000665075, 151.17119033446605, 177, 297.7796863176052, 121, 1719.3314921248666
0, -33.80777140379413, 151.15474458453366, -33.81497253916329, 151.17121684751618, 156, 297.74667831146803, 142, 1721.5811341050126
0, -33.80777140379413, 151.15474458453366, -33.814976718090506, 151.17122671911574, 196, 297.74622849545693, 102, 1722.605739729723
0, -33.80777140379413, 151.15474458453366, -33.81498300641574, 151.17123637762816, 311, 297.7529920966765, -13, 1723.7222358994813
0, -33.80777140379413, 151.15474458453366, -33.8149843497444, 151.17124996293884, 306, 297.7379453044063, -8, 1724.9038736261173
0, -33.80777140379413, 151.15474458453366, -33.814986229737976, 151.1712573691577, 306, 297.7335057818249, -8, 1725.6075588906065
0, -33.80777140379413, 151.15474458453366, -33.81498965462346, 151.17126740836918, 307, 297.73035986423906, -9, 1726.6068292152665
0, -33.80777140379413, 151.15474458453366, -33.81499026751217, 151.17126664716386, 308, 297.7334514239499, -10, 1726.5762614319083
