time, accX, accY, accZ
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 2.6912323036193846, -2.7446529281616208, -8.383446750640868
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 4.238335635022073, -1.4094365898132324, -8.944138851928711
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 4.86831009298116, -2.4537574264526367, -10.930578041839599
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 4.523694399261474, -1.8766051887512205, -11.23583875350952
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 3.1364041748046874, -2.2294506584167477, -9.507374792480467
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 1.8254291282653807, -2.5363573837280273, -8.83639977722168
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 1.0646715507507323, -2.3048680107116697, -8.064419963946937
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 1.0699088668823242, -1.6469114669799805, -8.438363751220702
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 1.1840823585510254, -2.094926452636719, -8.951171819305419
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 0.35523967132568357, -2.8806738022401928, -8.532785079193115
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 0.2796726814270019, -2.521094640405476, -8.169764252471923
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 0.5853823059082031, -3.1643864067077634, -8.721777372741698
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 0.7731774986267089, -3.0027777946472165, -8.652495162200927
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 0.9840169553894549, -3.2788591735839843, -8.92498523864746
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 1.3193548254150897, -3.7529111022949215, -9.234286165618895
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 1.4181154977660626, -3.6213796485900875, -9.20645357131958
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 1.426944189453125, -3.41547830581665, -9.170240686687826
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 0.5397428367614746, -2.8522423652648925, -8.535029643249512
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 1.4915876342773438, -3.2495302032470703, -9.405920497131348
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 0.4535515769958496, -2.571073307800293, -8.390330080413818
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 1.2355576942443847, -3.117549836730957, -8.814702324676514
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 1.4092869522094726, -3.237558902685344, -9.682600426483154
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 1.3145664220947773, -3.253869693756103, -9.27004955291748
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 1.1643301948547362, -2.881421697998047, -9.265560424804686
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 0.9642647186279296, -3.1214404144287107, -9.031227937316894
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 0.9344869085449725, -2.8098949234008788, -9.186701407623291
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 0.8725368675231933, -2.7506384323120114, -9.23189196395874
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 0.8919897560119628, -2.673724703979492, -9.497049797821044
Tue Jul 23 2019 13:26:33 GMT+1000 (AEST), 0.887500700964406, -2.807949634552002, -9.126397453308105
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.9301472719054669, -2.932298483276367, -9.04708952331543
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.8527847038269043, -3.1783027038574216, -8.961197538757323
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.8559270935058593, -2.8287492614746093, -9.087491676330567
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.9174280755858868, -2.9364880439206957, -9.094674281311034
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.8824129493713379, -3.2320228958681225, -9.099761959838867
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.914884309387207, -3.00068286819458, -9.052027564239502
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.9382277755737304, -3.3610102180480954, -9.101707248687744
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.9638157327514141, -3.3355718254089353, -9.151386933135985
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 1.0438718507628888, -3.0451252365112302, -9.232340876770019
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.7413046159606427, -2.9287071807861325, -9.25089593963623
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.6723217536926269, -3.030760026550293, -9.266757525634764
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.8339303657531738, -2.985270195007324, -9.408015423583985
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.7037456504821777, -2.9918545418336984, -9.303718013763428
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.6570587181091309, -2.976291938781738, -9.169941996002196
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.618601853942871, -3.167229813440144, -9.069834439086913
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.7876923461914062, -3.3354221878051757, -9.10365253753662
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.6775590698242188, -3.4343326438903805, -8.671499137878417
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.6923731925964355, -3.388094624328613, -8.885181636047363
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.5829880311828106, -3.21780703125, -8.921244298553466
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.6681319007873535, -3.0535049423217773, -9.198822053527831
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.69835862368159, -3.121290776824951, -9.179069889831542
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.6486790122985839, -3.131466133880615, -9.16156229019165
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.6807014595031737, -3.073855656433105, -9.299528160858154
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.7858967680115252, -3.024924160003662, -9.401281731414795
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.6738180566649884, -3.173663645879924, -8.961646451568603
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.6859387756347656, -3.137900550842285, -9.03332286376953
Tue Jul 23 2019 13:26:34 GMT+1000 (AEST), 0.7055413017272949, -3.1135093291684983, -9.238924931335449
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.6121674369812011, -3.076549133300781, -9.018359103393554
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.6528688652038573, -3.059490446472168, -9.171737647247314
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.6226419961791485, -2.9797336036682127, -9.213486538696289
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.49739539489746093, -3.1000419448301195, -8.794800523376464
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.729034405517578, -3.1293709151670335, -9.1424086769104
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.7070376777648926, -3.1015386131286617, -9.117269559478759
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.7420528770446777, -3.0361469802856442, -9.131485131835937
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.8075941474914551, -3.0171427123472094, -9.184307205963135
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.8285434120178222, -3.059939067022502, -9.475352345275878
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.8411128976684064, -2.9267618919372556, -9.287108239746093
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.8252513847351074, -3.079092972564697, -9.164106129455567
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.7128735443115234, -3.1612440170288085, -9.041852207183837
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.7685387329101562, -3.066224138641357, -8.949525805664061
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.7537246101379395, -3.139546564483642, -9.022548956298827
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.785896694946289, -2.9530981101989746, -9.19268691177368
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.6471825631957501, -3.061435735321045, -9.234585440826416
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.6389525680541992, -2.9308021072387693, -9.16141265258789
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.6871358033996074, -2.8836662620544433, -9.173383660888671
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.6600514701843261, -3.0487165390014646, -9.34022958908081
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.6813000099182128, -3.046471974945068, -9.405321946716308
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.7019499992370605, -2.966116581726074, -9.105298551177977
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.6171055509705096, -3.176806327819824, -8.956259497833251
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.608426496887207, -3.2306761574342846, -8.989030133056641
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.7064391273498535, -3.145083155822754, -9.082852910614013
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.7022492013793439, -3.0865748527526855, -9.084199649047852
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.7764695259094238, -2.9734488243103026, -9.088688777160645
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.6328174263000488, -3.0904651381894945, -8.970624707794189
Tue Jul 23 2019 13:26:35 GMT+1000 (AEST), 0.6016928047180176, -3.0564976943969726, -8.857648901477456
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 0.6625953094482422, -3.014898440551758, -8.936357696533202
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 0.7778162643432617, -3.0033760528013107, -9.208997410583496
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 0.7336731712341308, -2.9248166030883787, -9.07926160812378
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 0.6675334234375506, -2.906560815429687, -8.960449350738525
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 0.8333318153381347, -2.8603227958679196, -9.201066617584228
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 1.021426210198924, -3.003825257873535, -9.312247357177734
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 1.069310316467285, -3.113060416357219, -9.300575624084471
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 1.1095628318786621, -3.0584429832458495, -9.322123439025878
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 1.1121067442078143, -3.1649849571228024, -8.986635931396483
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 1.2080243020873516, -3.3125276344299315, -9.304765476989745
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 1.1360486877441405, -3.123684978485107, -9.228001386260987
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 1.271021806335449, -3.1503204719543456, -9.339331763458251
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 1.0134954902648925, -3.061884648132324, -9.223512258148192
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 1.0739490091186017, -2.9679122329711913, -9.237877468109131
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 1.0808324119567871, -3.1103672317504882, -9.31464155883789
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 1.142183829498291, -3.0943557158872483, -9.178172064208983
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 1.0664672019958497, -3.4204163467407223, -9.07178031245768
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 1.0393827957153319, -3.1663314032956955, -8.902539598083495
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 1.1127052215576172, -3.126678022821247, -9.18101517868042
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 1.038185694885254, -3.0192379310607906, -9.220070593261719
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 0.9928455009460448, -2.998886924688518, -9.414449840545654
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 0.699705435180664, -2.978386865234375, -8.996512013244628
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 0.946757118988037, -3.258059254400432, -9.488819729614256
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 0.7166144844055176, -2.8877064773559566, -9.350404946136473
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 0.4765957679748535, -3.0228292335510254, -8.991723609924316
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 0.48931496429443355, -3.052307841491699, -8.946383415985107
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 0.33578678283691404, -3.1094694061279293, -8.892364241027831
Tue Jul 23 2019 13:26:36 GMT+1000 (AEST), 0.3960907371520996, -2.8417677330017086, -8.94997471847534
Tue Jul 23 2019 13:26:37 GMT+1000 (AEST), 0.4982932205200195, -2.9117981315612793, -9.355642262268066
Tue Jul 23 2019 13:26:37 GMT+1000 (AEST), 0.356885684967041, -2.9927520751953125, -9.192387636566162
Tue Jul 23 2019 13:26:37 GMT+1000 (AEST), 0.4649240348815918, -3.0195372062683106, -9.392153837585449
Tue Jul 23 2019 13:26:37 GMT+1000 (AEST), 0.2442085693359375, -2.8823195236206054, -8.934562045288086
Tue Jul 23 2019 13:26:37 GMT+1000 (AEST), 0.23313538665771483, -2.8751372109010815, -8.978405863189696
Tue Jul 23 2019 13:26:37 GMT+1000 (AEST), 0.3705027069091797, -2.942324202728271, -9.191789086151122
Tue Jul 23 2019 13:26:37 GMT+1000 (AEST), 0.36795890417788174, -2.908655741882324, -9.14225903930664
Tue Jul 23 2019 13:26:37 GMT+1000 (AEST), 0.49739539489746093, -2.832639839172363, -9.322422714233397
Tue Jul 23 2019 13:26:37 GMT+1000 (AEST), 0.4248211570739746, -2.9496564453125, -9.211092337036133
Tue Jul 23 2019 13:26:37 GMT+1000 (AEST), 0.4312555375030264, -2.8323408562257884, -9.050980685535073
Tue Jul 23 2019 13:26:37 GMT+1000 (AEST), 0.4604349067687988, -2.8444612098693844, -9.080309071350097
Tue Jul 23 2019 13:26:37 GMT+1000 (AEST), 0.2636614943573251, -2.949956012780964, -8.92528451385498
Tue Jul 23 2019 13:26:37 GMT+1000 (AEST), 0.2492962113311514, -2.9423239104673264, -8.988432167163491
Tue Jul 23 2019 13:26:37 GMT+1000 (AEST), 0.3408744613647461, -2.921374645940959, -9.14854381866455
