currentSeg, targetWayPointLat, targetWayPointLong, latitude, longitude, targetBearing, correction, distance
0, -33.82531481952695, 151.14520480880128, -33.8148684, 151.1709697, 0, NaN, 0
0, -33.82531481952695, 151.14520480880128, -33.8148684, 151.1709697, 360, 243.9789769908587, -116, 2651.43804283433
currentSeg, targetWayPointLat, targetWayPointLong, latitude, longitude, heading, targetBearing, correction, distance
0, -33.82531481952695, 151.14520480880128, -33.808384, 151.17516799999999, 360, 235.7714442836765, -124, 3351.374991840364
0, -33.82531481952695, 151.14520480880128, -33.808384, 151.17516799999999, 360, 235.7714442836765, -124, 3351.374991840364
currentSeg, targetWayPointLat, targetWayPointLong, latitude, longitude, heading, targetBearing, correction, distance
0, -33.82531481952695, 151.14520480880128, -33.81488951000221, 151.17102483272478, 323, 244.0727940862851, -79, 2654.992943922631
0, -33.82531481952695, 151.14520480880128, -33.81488951000221, 151.17102483272478, 323, 244.0727940862851, -79, 2654.992943922631
0, -33.82531481952695, 151.14520480880128, -33.81536040523918, 151.1692767456963, 323, 243.53127855990567, -79, 2486.779775635728
0, -33.82531481952695, 151.14520480880128, -33.8151883963119, 151.1692273931619, 323, 243.09030252459422, -80, 2491.30191683466
0, -33.82531481952695, 151.14520480880128, -33.81479554707425, 151.1710917754363, 328, 243.9287179610891, -84, 2665.143019075982
0, -33.82531481952695, 151.14520480880128, -33.814793832971866, 151.1710968126899, 309, 243.9294321143234, -65, 2665.6453637263953
0, -33.82531481952695, 151.14520480880128, -33.81489150177359, 151.1710013436389, 318, 244.05659938603236, -74, 2652.942290911692
0, -33.82531481952695, 151.14520480880128, -33.81489253498399, 151.17099534794804, 317, 244.05359636920582, -73, 2652.3933255382694
0, -33.82531481952695, 151.14520480880128, -33.81487258602595, 151.17094702395428, 284, 243.96814773761542, -40, 2649.3489782664074
0, -33.82531481952695, 151.14520480880128, -33.81486823898604, 151.17094540954554, 297, 243.9573282609415, -53, 2649.427232940066
0, -33.82531481952695, 151.14520480880128, -33.81487024343415, 151.17097547660939, 319, 243.9880222954887, -75, 2651.828163683467
0, -33.82531481952695, 151.14520480880128, -33.81486962058683, 151.17099569332328, 268, 244.0043717638967, -24, 2653.5390887026483
0, -33.82531481952695, 151.14520480880128, -33.81487006668834, 151.1709878459061, 248, 243.9984695228605, -4, 2652.8649701563463
0, -33.82531481952695, 151.14520480880128, -33.814872312395316, 151.1709802808624, 340, 243.99670116405025, -96, 2652.126515680189
