time, lat, long, uncert, speed
Wed Jul 24 2019 13:49:48 GMT+1000 (Australian Eastern Standard Time), -33.8148684, 151.1709697, 67, null
Wed Jul 24 2019 13:49:50 GMT+1000 (Australian Eastern Standard Time), -33.8148684, 151.1709697, 67, null
time, lat, long, uncert, speed
Sat Jul 27 2019 22:59:50 GMT+1000 (Australian Eastern Standard Time), -33.808384, 151.17516799999999, 900, null
Sat Jul 27 2019 22:59:51 GMT+1000 (Australian Eastern Standard Time), -33.808384, 151.17516799999999, 900, null
time, lat, long, uncert, speed
Sat Jul 27 2019 23:02:22 GMT+1000 (Australian Eastern Standard Time), -33.81488951000221, 151.17102483272478, 65, null
Sat Jul 27 2019 23:02:22 GMT+1000 (Australian Eastern Standard Time), -33.81488951000221, 151.17102483272478, 65, null
Sat Jul 27 2019 23:02:22 GMT+1000 (Australian Eastern Standard Time), -33.81536040523918, 151.1692767456963, 941.5379312248963, null
Sat Jul 27 2019 23:02:22 GMT+1000 (Australian Eastern Standard Time), -33.8151883963119, 151.1692273931619, 941.538125032997, null
Sat Jul 27 2019 23:02:22 GMT+1000 (Australian Eastern Standard Time), -33.81479554707425, 151.1710917754363, 165, null
Sat Jul 27 2019 23:02:24 GMT+1000 (Australian Eastern Standard Time), -33.814793832971866, 151.1710968126899, 165, null
Sat Jul 27 2019 23:02:24 GMT+1000 (Australian Eastern Standard Time), -33.81489150177359, 151.1710013436389, 65, null
Sat Jul 27 2019 23:02:24 GMT+1000 (Australian Eastern Standard Time), -33.81489253498399, 151.17099534794804, 65, null
Sat Jul 27 2019 23:02:34 GMT+1000 (Australian Eastern Standard Time), -33.81487258602595, 151.17094702395428, 6, 0.7427187561988831
Sat Jul 27 2019 23:02:34 GMT+1000 (Australian Eastern Standard Time), -33.81486823898604, 151.17094540954554, 48, 0.7427187561988831
Sat Jul 27 2019 23:02:35 GMT+1000 (Australian Eastern Standard Time), -33.81487024343415, 151.17097547660939, 24, 0.09279582649469376
Sat Jul 27 2019 23:02:37 GMT+1000 (Australian Eastern Standard Time), -33.81486962058683, 151.17099569332328, 24, 0.32790395617485046
Sat Jul 27 2019 23:02:38 GMT+1000 (Australian Eastern Standard Time), -33.81487006668834, 151.1709878459061, 24, 0.6683509349822998
Sat Jul 27 2019 23:02:39 GMT+1000 (Australian Eastern Standard Time), -33.814872312395316, 151.1709802808624, 16, 0.9160453081130981
Sat Jul 27 2019 23:02:40 GMT+1000 (Australian Eastern Standard Time), -33.81487018752812, 151.170972076522, 16, 0.8198565244674683
Sat Jul 27 2019 23:02:41 GMT+1000 (Australian Eastern Standard Time), -33.8148640973112, 151.17096708682536, 16, 0.9160453081130981
Sat Jul 27 2019 23:02:42 GMT+1000 (Australian Eastern Standard Time), -33.81485826464987, 151.17096646922656, 16, 1.1140578985214233
Sat Jul 27 2019 23:02:43 GMT+1000 (Australian Eastern Standard Time), -33.81484124783162, 151.17095893184057, 16, 1.0773804187774658
Sat Jul 27 2019 23:02:44 GMT+1000 (Australian Eastern Standard Time), -33.814824376483685, 151.1709589899291, 16, 1.0773804187774658
Sat Jul 27 2019 23:02:45 GMT+1000 (Australian Eastern Standard Time), -33.814813771830856, 151.17096104449976, 16, 0.9963897466659546
Sat Jul 27 2019 23:02:46 GMT+1000 (Australian Eastern Standard Time), -33.814808518725926, 151.17097267306778, 16, 0.8499778509140015
Sat Jul 27 2019 23:02:47 GMT+1000 (Australian Eastern Standard Time), -33.81480203463418, 151.1709889290327, 16, 0.8401288390159607
Sat Jul 27 2019 23:02:48 GMT+1000 (Australian Eastern Standard Time), -33.81479425858901, 151.17099547490852, 16, 0.8641510605812073
Sat Jul 27 2019 23:02:49 GMT+1000 (Australian Eastern Standard Time), -33.81478902421539, 151.17101227953617, 16, 0.8401288390159607
Sat Jul 27 2019 23:02:50 GMT+1000 (Australian Eastern Standard Time), -33.81478621548094, 151.17102536802068, 16, 0.8641510605812073
Sat Jul 27 2019 23:02:51 GMT+1000 (Australian Eastern Standard Time), -33.814777288783056, 151.1710488705076, 16, 1.2280261516571045
Sat Jul 27 2019 23:02:52 GMT+1000 (Australian Eastern Standard Time), -33.81476548776201, 151.1710644265898, 16, 1.2280261516571045
Sat Jul 27 2019 23:02:53 GMT+1000 (Australian Eastern Standard Time), -33.81474616957369, 151.17107626134364, 16, 0.9159489274024963
Sat Jul 27 2019 23:02:54 GMT+1000 (Australian Eastern Standard Time), -33.814731588163475, 151.17108141913405, 16, 0.6515178680419922
Sat Jul 27 2019 23:02:55 GMT+1000 (Australian Eastern Standard Time), -33.81472977702578, 151.17108056056102, 16, 0.4728282690048218
Sat Jul 27 2019 23:02:56 GMT+1000 (Australian Eastern Standard Time), -33.814732432424975, 151.17107711626952, 16, 0.1504102349281311
Sat Jul 27 2019 23:02:57 GMT+1000 (Australian Eastern Standard Time), -33.81473627420271, 151.17106511406342, 16, 0.18549683690071106
Sat Jul 27 2019 23:02:58 GMT+1000 (Australian Eastern Standard Time), -33.81472182304072, 151.17106595190535, 16, 0.18549683690071106
Sat Jul 27 2019 23:02:59 GMT+1000 (Australian Eastern Standard Time), -33.814711115099875, 151.17107403431095, 16, 0.40393710136413574
Sat Jul 27 2019 23:03:00 GMT+1000 (Australian Eastern Standard Time), -33.814698561955986, 151.17107187814275, 16, 0.20350958406925201
Sat Jul 27 2019 23:03:01 GMT+1000 (Australian Eastern Standard Time), -33.81469159464484, 151.17107614224076, 16, 0.40393710136413574
Sat Jul 27 2019 23:03:02 GMT+1000 (Australian Eastern Standard Time), -33.814694389699355, 151.17108040145973, 16, 0.4894879162311554
Sat Jul 27 2019 23:03:03 GMT+1000 (Australian Eastern Standard Time), -33.81470958368021, 151.17109694877334, 16, 0.37595412135124207
Sat Jul 27 2019 23:03:04 GMT+1000 (Australian Eastern Standard Time), -33.814713817126865, 151.17110424284655, 16, 0.45014283061027527
Sat Jul 27 2019 23:03:05 GMT+1000 (Australian Eastern Standard Time), -33.81471021887343, 151.17110852717877, 16, 0.3766688406467438
Sat Jul 27 2019 23:03:06 GMT+1000 (Australian Eastern Standard Time), -33.81471024645599, 151.17110941456167, 16, 0.45014283061027527
Sat Jul 27 2019 23:03:07 GMT+1000 (Australian Eastern Standard Time), -33.81470705339615, 151.17111914561187, 16, 0.5525155663490295
Sat Jul 27 2019 23:03:08 GMT+1000 (Australian Eastern Standard Time), -33.81469979269894, 151.1711299576072, 16, 1.0708187818527222
Sat Jul 27 2019 23:03:09 GMT+1000 (Australian Eastern Standard Time), -33.81469676049382, 151.17114198113686, 16, 1.0432556867599487
Sat Jul 27 2019 23:03:10 GMT+1000 (Australian Eastern Standard Time), -33.81468245162306, 151.17114364964945, 16, 1.0708187818527222
Sat Jul 27 2019 23:03:11 GMT+1000 (Australian Eastern Standard Time), -33.81466813174768, 151.1711308743457, 16, 0.6787235140800476
Sat Jul 27 2019 23:03:12 GMT+1000 (Australian Eastern Standard Time), -33.81467043064353, 151.17111558557013, 16, 0.7867293953895569
Sat Jul 27 2019 23:03:13 GMT+1000 (Australian Eastern Standard Time), -33.81466877108891, 151.17110114187017, 16, 0.6787235140800476
Sat Jul 27 2019 23:03:14 GMT+1000 (Australian Eastern Standard Time), -33.8146592370851, 151.17107932620195, 16, 0.7867293953895569
Sat Jul 27 2019 23:03:15 GMT+1000 (Australian Eastern Standard Time), -33.814658826428236, 151.17106409827784, 16, 0.7658077478408813
Sat Jul 27 2019 23:03:16 GMT+1000 (Australian Eastern Standard Time), -33.81465381994746, 151.17103720051088, 16, 0.8691690564155579
Sat Jul 27 2019 23:03:17 GMT+1000 (Australian Eastern Standard Time), -33.814651021802334, 151.17103298612855, 16, 0.944660484790802
